Date,Births,Unemployment,Inflation,Births_lag1,Births_lag3,Births_lag6,Unemployment_lag1,Unemployment_lag3,Unemployment_lag6,Inflation_lag1,Inflation_lag3,Inflation_lag6,Unemployment_roll3,Month,IsHoliday,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
1954-01-01,7716.0,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1954-02-01,7161.0,,,7716.0,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1954-03-01,8579.0,,,7161.0,,,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1954-04-01,8084.0,,,8579.0,7716.0,,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1954-05-01,8304.0,,,8084.0,7161.0,,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1954-08-01,7557.0,,,8304.0,8579.0,,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1954-10-01,7532.0,,,7557.0,8084.0,7716.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1954-11-01,6925.0,,,7532.0,8304.0,7161.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1954-12-01,7482.0,,,6925.0,7557.0,8579.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1955-01-01,7849.0,,,7482.0,7532.0,8084.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1955-02-01,7007.0,,,7849.0,6925.0,8304.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1955-03-01,8255.0,,,7007.0,7482.0,7557.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1955-04-01,8152.0,,,8255.0,7849.0,7532.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1955-05-01,8029.0,,,8152.0,7007.0,6925.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1955-08-01,7718.0,,,8029.0,8255.0,7482.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1955-10-01,7900.0,,,7718.0,8152.0,7849.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1955-11-01,7119.0,,,7900.0,8029.0,7007.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1955-12-01,7733.0,,,7119.0,7718.0,8255.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1956-01-01,8223.0,,,7733.0,7900.0,8152.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1956-02-01,7627.0,,,8223.0,7119.0,8029.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1956-03-01,8744.0,,,7627.0,7733.0,7718.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1956-04-01,8242.0,,,8744.0,8223.0,7900.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1956-05-01,8730.0,,,8242.0,7627.0,7119.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1956-08-01,7693.0,,,8730.0,8744.0,7733.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1956-10-01,8129.0,,,7693.0,8242.0,8223.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1956-11-01,7222.0,,,8129.0,8730.0,7627.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1956-12-01,7825.0,,,7222.0,7693.0,8744.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1957-01-01,8476.0,,,7825.0,8129.0,8242.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1957-02-01,7775.0,,,8476.0,7222.0,8730.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1957-03-01,8508.0,,,7775.0,7825.0,7693.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1957-04-01,8481.0,,,8508.0,8476.0,8129.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1957-05-01,8620.0,,,8481.0,7775.0,7222.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1957-08-01,8309.0,,,8620.0,8508.0,7825.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1957-10-01,8606.0,,,8309.0,8481.0,8476.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1957-11-01,7693.0,,,8606.0,8620.0,7775.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1957-12-01,7845.0,,,7693.0,8309.0,8508.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1958-01-01,8642.0,,,7845.0,8606.0,8481.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1958-02-01,7768.0,,,8642.0,7693.0,8620.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1958-03-01,8690.0,,,7768.0,7845.0,8309.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1958-04-01,8783.0,,,8690.0,8642.0,8606.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1958-05-01,9037.0,,,8783.0,7768.0,7693.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1958-08-01,7709.0,,,9037.0,8690.0,7845.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1958-10-01,8941.0,,,7709.0,8783.0,8642.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1958-11-01,7761.0,,,8941.0,9037.0,7768.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1958-12-01,8556.0,,,7761.0,7709.0,8690.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1959-01-01,8932.0,,,8556.0,8941.0,8783.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1959-02-01,7813.0,,,8932.0,7761.0,9037.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1959-03-01,8733.0,,,7813.0,8556.0,7709.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1959-04-01,8569.0,,,8733.0,8932.0,8941.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1959-05-01,8799.0,,,8569.0,7813.0,7761.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1959-08-01,8076.0,,,8799.0,8733.0,8556.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1959-10-01,8699.0,,,8076.0,8569.0,8932.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1959-11-01,7174.0,,,8699.0,8799.0,7813.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1959-12-01,7682.0,,,7174.0,8076.0,8733.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1960-01-01,8105.0,,,7682.0,8699.0,8569.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1960-02-01,8170.0,,,8105.0,7174.0,8799.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1960-03-01,8955.0,,,8170.0,7682.0,8076.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1960-04-01,8721.0,,,8955.0,8105.0,8699.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1960-05-01,8972.0,,,8721.0,8170.0,7174.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1960-08-01,8554.0,,,8972.0,8955.0,7682.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1960-10-01,8674.0,,,8554.0,8721.0,8105.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1960-11-01,7886.0,,,8674.0,8972.0,8170.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1960-12-01,8271.0,,,7886.0,8554.0,8955.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1961-01-01,8567.0,,,8271.0,8674.0,8721.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1961-02-01,7975.0,,,8567.0,7886.0,8972.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1961-03-01,9056.0,,,7975.0,8271.0,8554.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1961-04-01,8458.0,,,9056.0,8567.0,8674.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1961-05-01,9070.0,,,8458.0,7975.0,7886.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1961-08-01,8469.0,,,9070.0,9056.0,8271.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1961-10-01,8750.0,,,8469.0,8458.0,8567.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1961-11-01,7822.0,,,8750.0,9070.0,7975.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1961-12-01,7991.0,,,7822.0,8469.0,9056.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1962-01-01,9065.0,,,7991.0,8750.0,8458.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1962-02-01,7944.0,,,9065.0,7822.0,9070.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1962-03-01,9477.0,,,7944.0,7991.0,8469.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1962-04-01,8549.0,,,9477.0,9065.0,8750.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1962-05-01,9369.0,,,8549.0,7944.0,7822.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1962-08-01,8572.0,,,9369.0,9477.0,7991.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1962-10-01,9372.0,,,8572.0,8549.0,9065.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1962-11-01,8045.0,,,9372.0,9369.0,7944.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1962-12-01,8141.0,,,8045.0,8572.0,9477.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1963-01-01,8850.0,,,8141.0,9372.0,8549.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1963-02-01,7972.0,,,8850.0,8045.0,9369.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1963-03-01,9060.0,,,7972.0,8141.0,8572.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1963-04-01,8895.0,,,9060.0,8850.0,9372.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1963-05-01,9089.0,,,8895.0,7972.0,8045.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1963-08-01,8730.0,,,9089.0,9060.0,8141.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1963-10-01,8856.0,,,8730.0,8895.0,8850.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1963-11-01,7892.0,,,8856.0,9089.0,7972.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1963-12-01,7982.0,,,7892.0,8730.0,9060.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1964-01-01,8854.0,,,7982.0,8856.0,8895.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1964-02-01,8369.0,,,8854.0,7892.0,9089.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1964-03-01,8893.0,,,8369.0,7982.0,8730.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1964-04-01,8962.0,,,8893.0,8854.0,8856.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1964-05-01,8951.0,,,8962.0,8369.0,7892.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1964-08-01,8549.0,,,8951.0,8893.0,7982.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1964-10-01,9162.0,,,8549.0,8962.0,8854.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1964-11-01,7817.0,,,9162.0,8951.0,8369.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1964-12-01,8492.0,,,7817.0,8549.0,8893.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1965-01-01,8580.0,,,8492.0,9162.0,8962.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1965-02-01,7868.0,,,8580.0,7817.0,8951.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1965-03-01,9374.0,,,7868.0,8492.0,8549.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1965-04-01,8651.0,,,9374.0,8580.0,9162.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1965-05-01,8611.0,,,8651.0,7868.0,7817.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1965-08-01,8418.0,,,8611.0,9374.0,8492.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1965-10-01,8242.0,,,8418.0,8651.0,8580.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1965-11-01,7707.0,,,8242.0,8611.0,7868.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1965-12-01,8347.0,,,7707.0,8418.0,9374.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1966-01-01,8006.0,,,8347.0,8242.0,8651.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1966-02-01,7571.0,,,8006.0,7707.0,8611.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1966-03-01,8485.0,,,7571.0,8347.0,8418.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1966-04-01,7947.0,,,8485.0,8006.0,8242.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1966-05-01,8191.0,,,7947.0,7571.0,7707.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1966-08-01,8526.0,,,8191.0,8485.0,8347.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1966-10-01,8221.0,,,8526.0,7947.0,8006.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1966-11-01,7439.0,,,8221.0,8191.0,7571.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1966-12-01,7857.0,,,7439.0,8526.0,8485.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1967-01-01,8694.0,,,7857.0,8221.0,7947.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1967-02-01,7476.0,,,8694.0,7439.0,8191.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1967-03-01,9104.0,,,7476.0,7857.0,8526.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1967-04-01,7593.0,,,9104.0,8694.0,8221.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1967-05-01,8802.0,,,7593.0,7476.0,7439.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1967-08-01,8002.0,,,8802.0,9104.0,7857.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1967-10-01,8357.0,,,8002.0,7593.0,8694.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1967-11-01,7298.0,,,8357.0,8802.0,7476.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1967-12-01,7546.0,,,7298.0,8002.0,9104.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1968-01-01,8570.0,,,7546.0,8357.0,7593.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1968-02-01,7697.0,,,8570.0,7298.0,8802.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1968-03-01,8239.0,,,7697.0,7546.0,8002.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1968-04-01,8050.0,,,8239.0,8570.0,8357.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1968-05-01,8373.0,,,8050.0,7697.0,7298.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1968-08-01,7920.0,,,8373.0,8239.0,7546.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1968-10-01,7988.0,,,7920.0,8050.0,8570.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1968-11-01,7109.0,,,7988.0,8373.0,7697.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1968-12-01,7643.0,,,7109.0,7920.0,8239.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1969-01-01,8317.0,,,7643.0,7988.0,8050.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1969-02-01,7161.0,,,8317.0,7109.0,8373.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1969-03-01,8117.0,,,7161.0,7643.0,7920.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1969-04-01,7741.0,,,8117.0,8317.0,7988.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1969-05-01,7854.0,,,7741.0,7161.0,7109.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1969-08-01,7245.0,,,7854.0,8117.0,7643.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1969-10-01,7936.0,,,7245.0,7741.0,8317.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1969-11-01,6239.0,,,7936.0,7854.0,7161.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1969-12-01,7365.0,,,6239.0,7245.0,8117.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1970-01-01,7347.0,,,7365.0,7936.0,7741.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1970-02-01,6622.0,,,7347.0,6239.0,7854.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1970-03-01,7717.0,,,6622.0,7365.0,7245.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1970-04-01,7635.0,,,7717.0,7347.0,7936.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1970-05-01,7317.0,,,7635.0,6622.0,6239.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1970-08-01,7021.0,,,7317.0,7717.0,7365.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1970-10-01,7382.0,,,7021.0,7635.0,7347.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1970-11-01,6735.0,,,7382.0,7317.0,6622.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1970-12-01,7455.0,,,6735.0,7021.0,7717.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1971-01-01,7226.0,,,7455.0,7382.0,7635.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1971-02-01,6739.0,,,7226.0,6735.0,7317.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1971-03-01,8236.0,,,6739.0,7455.0,7021.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1971-04-01,7265.0,,,8236.0,7226.0,7382.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1971-05-01,7465.0,,,7265.0,6739.0,6735.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1971-08-01,7339.0,,,7465.0,8236.0,7455.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1971-10-01,7196.0,,,7339.0,7265.0,7226.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1971-11-01,6955.0,,,7196.0,7465.0,6739.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1971-12-01,6848.0,,,6955.0,7339.0,8236.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1972-01-01,6824.0,,,6848.0,7196.0,7265.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1972-02-01,6521.0,,,6824.0,6955.0,7465.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1972-03-01,7126.0,,,6521.0,6848.0,7339.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1972-04-01,6240.0,,,7126.0,6824.0,7196.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1972-05-01,7004.0,,,6240.0,6521.0,6955.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1972-08-01,6700.0,,,7004.0,7126.0,6848.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1972-10-01,6590.0,,,6700.0,6240.0,6824.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1972-11-01,6120.0,,,6590.0,7004.0,6521.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1972-12-01,6100.0,,,6120.0,6700.0,7126.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1973-01-01,6779.0,,,6100.0,6590.0,6240.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1973-02-01,5949.0,,,6779.0,6120.0,7004.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1973-03-01,6731.0,,,5949.0,6100.0,6700.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1973-04-01,6076.0,,,6731.0,6779.0,6590.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1973-05-01,6507.0,,,6076.0,5949.0,6120.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1973-08-01,6257.0,,,6507.0,6731.0,6100.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1973-10-01,6552.0,,,6257.0,6076.0,6779.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1973-11-01,5542.0,,,6552.0,6507.0,5949.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1973-12-01,5817.0,,,5542.0,6257.0,6731.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1974-01-01,6305.0,,,5817.0,6552.0,6076.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1974-02-01,5386.0,,,6305.0,5542.0,6507.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1974-03-01,5889.0,,,5386.0,5817.0,6257.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1974-04-01,5862.0,,,5889.0,6305.0,6552.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1974-05-01,6027.0,,,5862.0,5386.0,5542.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1974-08-01,5986.0,,,6027.0,5889.0,5817.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1974-10-01,6254.0,,,5986.0,5862.0,6305.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1974-11-01,5501.0,,,6254.0,6027.0,5386.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1974-12-01,5697.0,,,5501.0,5986.0,5889.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1975-01-01,6101.0,,,5697.0,6254.0,5862.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1975-02-01,5212.0,,,6101.0,5501.0,6027.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1975-03-01,5459.0,,,5212.0,5697.0,5986.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1975-04-01,5944.0,,,5459.0,6101.0,6254.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1975-05-01,5807.0,,,5944.0,5212.0,5501.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1975-08-01,5606.0,,,5807.0,5459.0,5697.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1975-10-01,5876.0,,,5606.0,5944.0,6101.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1975-11-01,5059.0,,,5876.0,5807.0,5212.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1975-12-01,5838.0,,,5059.0,5606.0,5459.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1976-01-01,5669.0,,,5838.0,5876.0,5944.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1976-02-01,5126.0,,,5669.0,5059.0,5807.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1976-03-01,6360.0,,,5126.0,5838.0,5606.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1976-04-01,5575.0,,,6360.0,5669.0,5876.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1976-05-01,5388.0,,,5575.0,5126.0,5059.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1976-08-01,5346.0,,,5388.0,6360.0,5838.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1976-10-01,5351.0,,,5346.0,5575.0,5669.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1976-11-01,5055.0,,,5351.0,5388.0,5126.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1976-12-01,4874.0,,,5055.0,5346.0,6360.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1977-01-01,5117.0,,,4874.0,5351.0,5575.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1977-02-01,4772.0,,,5117.0,5055.0,5388.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1977-03-01,5505.0,,,4772.0,4874.0,5346.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1977-04-01,4901.0,,,5505.0,5117.0,5351.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1977-05-01,5334.0,,,4901.0,4772.0,5055.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1977-08-01,5507.0,,,5334.0,5505.0,4874.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1977-10-01,5656.0,,,5507.0,4901.0,5117.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
1977-11-01,5123.0,,,5656.0,5334.0,4772.0,,,,,,,,11,0,0,0,0,0,0,0,0,0,0,1,0
1977-12-01,4903.0,,,5123.0,5507.0,5505.0,,,,,,,,12,0,0,0,0,0,0,0,0,0,0,0,1
1978-01-01,5262.0,,,4903.0,5656.0,4901.0,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0
1978-02-01,4902.0,,,5262.0,5123.0,5334.0,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0
1978-03-01,5611.0,,,4902.0,4903.0,5507.0,,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0
1978-04-01,4852.0,,,5611.0,5262.0,5656.0,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0
1978-05-01,5555.0,,,4852.0,4902.0,5123.0,,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0
1978-08-01,5681.0,,,5555.0,5611.0,4903.0,,,,,,,,8,0,0,0,0,0,0,0,1,0,0,0,0
1978-10-01,6027.0,,,5681.0,4852.0,5262.0,,,,,,,,10,0,0,0,0,0,0,0,0,0,1,0,0
